label	Assembly Accession	Organism Name	Assembly Release Date
anoxybacillus_amylolyticus	GCF_001634285.1	Anoxybacillus amylolyticus	2016-04-29
pseudoalteromonas_luteoviolacea	GCF_006704145.1	Pseudoalteromonas luteoviolacea	2019-07-09
nitrosospira_multiformis	GCF_000196355.1	Nitrosospira multiformis ATCC 25196	2005-11-15
agrococcus_jejuensis	GCF_900099705.1	Agrococcus jejuensis	2016-10-20
pseudomonas_resinovorans	GCF_000423545.1	Pseudomonas resinovorans DSM 21078	2013-07-11
rhodospirillum_rubrum	GCF_000225955.1	Rhodospirillum rubrum F11	2011-09-15
kocuria_flava	GCF_001482365.1	Kocuria flava	2015-12-24
nocardiopsis_gilva	GCF_002263495.1	Nocardiopsis gilva YIM 90087	2017-08-22
pseudoalteromonas_tunicata	GCF_003568825.1	Pseudoalteromonas tunicata	2018-09-04
pseudothermotoga_hypogea	GCF_000504105.1	Pseudothermotoga hypogea DSM 11164 = NBRC 106472	2013-10-23
clostridium_estertheticum	GCF_030585465.1	Clostridium estertheticum	2023-08-02
sulfurovum_lithotrophicum	GCF_000987835.1	Sulfurovum lithotrophicum	2015-05-04
saccharophagus_degradans	GCF_000013665.1	Saccharophagus degradans 2-40	2006-03-17
clostridium_carboxidivorans	GCF_001038625.1	Clostridium carboxidivorans P7	2015-06-24
peptoclostridium_acidaminophilum	GCF_000597865.1	Peptoclostridium acidaminophilum DSM 3953	2014-03-19
geosporobacter_ferrireducens	GCF_001750685.1	Geosporobacter ferrireducens	2016-10-03
campylobacter_pinnipediorum	GCF_002021945.1	Campylobacter pinnipediorum subsp. pinnipediorum	2017-03-06
thermaerobacter_marianensis	GCF_000184705.1	Thermaerobacter marianensis DSM 12885	2010-12-29
acidiphilium_multivorum	GCF_000202835.1	Acidiphilium multivorum AIU301	2011-03-01
thermocrinis_ruber	GCF_000512735.1	Thermocrinis ruber	2014-01-03
dehalobacter_restrictus	GCF_009796305.1	Dehalobacter restrictus	2019-12-24
bacillus_gobiensis	GCF_001278705.1	Bacillus gobiensis	2015-09-04
tessaracoccus_flavus	GCF_001997295.1	Tessaracoccus flavus	2017-02-14
pectobacterium_atrosepticum	GCF_000740965.1	Pectobacterium atrosepticum	2014-08-18
caulobacter_henricii	GCF_001414055.1	Caulobacter henricii	2015-10-26
pediococcus_inopinatus	GCF_034049535.1	Pediococcus inopinatus	2023-12-04
pediococcus_pentosaceus	GCF_000014505.1	Pediococcus pentosaceus ATCC 25745	2006-10-13
frankia_alni	GCF_000058485.1	Frankia alni ACN14a	2006-08-03
dyella_japonica	GCF_001010355.1	Dyella japonica DSM 16301	2015-05-19
methylobacterium_oryzae	GCF_000757795.1	Methylobacterium oryzae CBMB20	2014-09-25
rhodococcus_erythropolis	GCF_000696675.2	Rhodococcus erythropolis R138	2015-12-30
rhodococcus_opacus	GCF_020542785.1	Rhodococcus opacus PD630	2021-10-21
hymenobacter_sedentarius	GCF_001507645.1	Hymenobacter sedentarius	2016-01-08
exiguobacterium_oxidotolerans	GCF_000702625.1	Exiguobacterium oxidotolerans JCM 12280	2014-06-11
nitrosococcus_oceani	GCF_000012805.1	Nitrosococcus oceani ATCC 19707	2005-10-04
paraburkholderia_xenovorans	GCF_000013645.1	Paraburkholderia xenovorans LB400	2006-04-10
kitasatospora_aureofaciens	GCF_002082605.1	Kitasatospora aureofaciens	2017-04-10
denitrobacterium_detoxificans	GCF_001643775.1	Denitrobacterium detoxificans	2016-05-16
[mannheimia]_succiniciproducens	GCF_000007745.1	[Mannheimia] succiniciproducens MBEL55E	2004-09-17
megasphaera_elsdenii	GCF_003006415.1	Megasphaera elsdenii	2018-03-17
actinomyces_pacaensis	GCF_900120245.1	Actinomyces pacaensis	2016-11-22
haemophilus_pittmaniae	GCF_900186995.1	Haemophilus pittmaniae	2017-08-15
capnocytophaga_haemolytica	GCF_900187255.1	Capnocytophaga haemolytica	2017-08-15
paracoccus_contaminans	GCF_002105555.1	Paracoccus contaminans	2017-04-24
paracoccus_aminophilus	GCF_000444995.1	Paracoccus aminophilus JCM 7686	2013-08-08
acetobacter_ghanensis	GCF_011516865.1	Acetobacter ghanensis	2020-03-19
entomoplasma_freundtii	GCF_002804205.1	Entomoplasma freundtii	2017-12-04
altererythrobacter_ishigakiensis	GCF_001663155.1	Altererythrobacter ishigakiensis	2016-06-15
borreliella_afzelii	GCF_026571835.1	Borreliella afzelii	2022-12-01
treponema_putidum	GCF_024401155.1	Treponema putidum	2022-07-25
halanaerobium_praevalens	GCF_000165465.1	Halanaerobium praevalens DSM 2228	2010-10-21
thalassotalea_crassostreae	GCF_001831495.1	Thalassotalea crassostreae	2016-10-24
pedobacter_cryoconitis	GCF_003259615.1	Pedobacter cryoconitis	2018-06-21
pseudomonas_alcaliphila	GCF_033842905.1	Pseudomonas alcaliphila	2023-11-20
shewanella_oneidensis	GCF_000146165.2	Shewanella oneidensis MR-1	2012-11-02
paenarthrobacter_aurescens	GCF_006538985.1	Paenarthrobacter aurescens	2019-06-12
helicobacter_hepaticus	GCF_000007905.1	Helicobacter hepaticus ATCC 51449	2003-06-26
thermoanaerobacterium_xylanolyticum	GCF_000189775.2	Thermoanaerobacterium xylanolyticum LX-11	2011-05-17
thalassospira_marina	GCF_002844375.1	Thalassospira marina	2017-12-18
cronobacter_dublinensis	GCF_001277235.1	Cronobacter dublinensis subsp. dublinensis LMG 23823	2015-09-01
mucilaginibacter_mallensis	GCF_900105165.1	Mucilaginibacter mallensis	2016-10-20
kosakonia_radicincitans	GCF_008330085.1	Kosakonia radicincitans	2019-09-09
pseudomonas_extremorientalis	GCF_900104365.1	Pseudomonas extremorientalis	2016-10-20
microbacterium_testaceum	GCF_006539145.1	Microbacterium testaceum	2019-06-12
rhizobium_tropici	GCF_000330885.1	Rhizobium tropici CIAT 899	2013-01-03
sphingomonas_hengshuiensis	GCF_000935025.1	Sphingomonas hengshuiensis	2015-02-26
agrobacterium_fabrum	GCF_003667725.1	Agrobacterium fabrum	2018-10-21
mesorhizobium_amorphae	GCF_001686985.1	Mesorhizobium amorphae CCNWGS0123	2016-07-18
leuconostoc_citreum	GCF_007954785.1	Leuconostoc citreum	2019-08-11
tateyamaria_omphalii	GCF_014651375.1	Tateyamaria omphalii	2020-09-12
halomonas_hydrothermalis	GCF_011399095.1	Halomonas hydrothermalis	2020-03-10
clostridium_acetobutylicum	GCF_000218855.1	Clostridium acetobutylicum DSM 1731	2011-06-17
ruminiclostridium_cellulolyticum	GCF_000022065.1	Ruminiclostridium cellulolyticum H10	2009-01-13
pseudomonas_viridiflava	GCF_900184295.1	Pseudomonas viridiflava	2017-06-13
pseudomonas_moraviensis	GCF_036283065.1	Pseudomonas moraviensis subsp. stanleyae	2024-01-29
lactobacillus_kullabergensis	GCF_003151025.1	Lactobacillus kullabergensis	2018-05-24
allofrancisella_guangzhouensis	GCF_000815225.1	Allofrancisella guangzhouensis	2015-01-06
lactobacillus_helsingborgensis	GCF_003173695.1	Lactobacillus helsingborgensis	2018-05-29
nitrosospira_lacus	GCF_000355765.4	Nitrosospira lacus	2017-07-17
listeria_welshimeri	GCF_900187315.1	Listeria welshimeri	2017-08-15
desulfuromonas_soudanensis	GCF_001278055.1	Desulfuromonas soudanensis	2015-09-02
streptomyces_xiamenensis	GCF_000993785.3	Streptomyces xiamenensis	2019-08-19
helicobacter_mustelae	GCF_900476215.1	Helicobacter mustelae	2018-06-17
streptomyces_avermitilis	GCF_000009765.2	Streptomyces avermitilis MA-4680 = NBRC 14893	2016-03-24
corynebacterium_singulare	GCF_000833575.1	Corynebacterium singulare	2015-02-06
burkholderia_diffusa	GCF_902830815.1	Burkholderia diffusa	2020-04-25
burkholderia_territorii	GCF_001718335.1	Burkholderia territorii	2016-09-02
burkholderia_anthina	GCF_902498995.1	Burkholderia anthina	2020-04-25
burkholderia_humptydooensis	GCF_016027455.1	Burkholderia humptydooensis	2020-12-14
burkholderia_latens	GCF_902832795.1	Burkholderia latens	2020-06-09
clostridium_ljungdahlii	GCF_000143685.1	Clostridium ljungdahlii DSM 13528	2010-07-12
lentzea_guizhouensis	GCF_001701025.1	Lentzea guizhouensis	2016-08-09
dickeya_dianthicola	GCF_003403135.1	Dickeya dianthicola	2018-08-19
rhodococcus_aetherivorans	GCF_025722975.1	Rhodococcus aetherivorans	2022-10-17
campylobacter_volucris	GCF_008245045.1	Campylobacter volucris	2019-09-03
campylobacter_insulaenigrae	GCF_000816185.1	Campylobacter insulaenigrae NCTC 12927	2015-01-07
helicobacter_acinonychis	GCF_000009305.1	Helicobacter acinonychis str. Sheeba	2006-06-28
wolinella_succinogenes	GCF_000196135.1	Wolinella succinogenes DSM 1740	2003-09-08
desulfarculus_baarsii	GCF_000143965.1	Desulfarculus baarsii DSM 2075	2010-07-29
ralstonia_mannitolilytica	GCF_000954135.1	Ralstonia mannitolilytica	2015-03-19
bacillus_wiedmannii	GCF_008807735.1	Bacillus wiedmannii	2019-10-03
idiomarina_loihiensis	GCF_000008465.1	Idiomarina loihiensis L2TR	2004-12-02
thiomonas_intermedia	GCF_002028405.1	Thiomonas intermedia	2017-03-15
pseudomonas_avellanae	GCF_000452845.1	Pseudomonas avellanae	2013-11-27
vibrio_mimicus	GCF_000176375.1	Vibrio mimicus MB451	2009-10-23
pseudomonas_citronellolis	GCF_001586155.1	Pseudomonas citronellolis	2016-03-10
mycolicibacterium_goodii	GCF_022370755.2	Mycolicibacterium goodii	2022-08-24
streptomyces_pactum	GCF_016031615.1	Streptomyces pactum	2020-12-14
glutamicibacter_arilaitensis	GCF_000197735.1	Glutamicibacter arilaitensis Re117	2010-09-27
agrobacterium_vitis	GCF_001541345.2	Agrobacterium vitis	2018-07-23
azotobacter_vinelandii	GCF_000021045.1	Azotobacter vinelandii DJ	2009-04-14
azospirillum_brasilense	GCF_007827425.1	Azospirillum brasilense	2019-08-02
azotobacter_chroococcum	GCF_002220155.1	Azotobacter chroococcum	2017-07-17
clostridium_argentinense	GCF_002074155.1	Clostridium argentinense	2017-03-29
myroides_profundi	GCF_000833025.1	Myroides profundi	2015-02-05
vibrio_jasicida	GCF_002887615.1	Vibrio jasicida 090810c	2018-01-17
cellulomonas_flavigena	GCF_000092865.1	Cellulomonas flavigena DSM 20109	2010-05-13
aerococcus_viridans	GCF_001543285.1	Aerococcus viridans	2016-02-01
francisella_hispaniensis	GCF_000195555.1	Francisella hispaniensis	2011-04-08
candidatus_phytoplasma_mali	GCF_000026205.1	Candidatus Phytoplasma mali	2008-07-04
photobacterium_profundum	GCF_000153425.1	Photobacterium profundum 3TCK	2006-05-02
vibrio_breoganii	GCF_024346795.1	Vibrio breoganii	2022-07-13
shewanella_woodyi	GCF_000019525.1	Shewanella woodyi ATCC 51908	2008-03-13
prevotella_fusca	GCF_001262015.1	Prevotella fusca JCM 17724	2015-08-06
fusobacterium_varium	GCF_003019655.1	Fusobacterium varium ATCC 27725	2018-03-26
corynebacterium_minutissimum	GCF_900478045.1	Corynebacterium minutissimum	2018-06-17
kosakonia_oryzae	GCF_001658025.2	Kosakonia oryzae	2021-03-11
weissella_paramesenteroides	GCF_015689215.1	Weissella paramesenteroides	2020-11-25
weissella_jogaejeotgali	GCF_001932615.1	Weissella jogaejeotgali	2017-01-04
gilliamella_apicola	GCF_000599985.1	Gilliamella apicola	2014-03-25
pseudarthrobacter_chlorophenolicus	GCF_000022025.1	Pseudarthrobacter chlorophenolicus A6	2009-01-09
methylobacterium_aquaticum	GCF_001043915.1	Methylobacterium aquaticum	2015-06-30
microbacterium_pygmaeum	GCF_900100885.1	Microbacterium pygmaeum	2016-10-20
marinobacter_salarius	GCF_002116735.1	Marinobacter salarius	2017-05-01
paenibacillus_durus	GCF_000756615.1	Paenibacillus durus	2014-09-22
halobacillus_mangrovi	GCF_002097535.1	Halobacillus mangrovi	2017-04-18
halomonas_elongata	GCF_000196875.2	Halomonas elongata DSM 2581	2017-01-31
halomonas_chromatireducens	GCF_001545155.1	Halomonas chromatireducens	2016-02-02
halomonas_aestuarii	GCF_001886615.1	Halomonas aestuarii	2016-11-28
microbulbifer_aggregans	GCF_001750105.1	Microbulbifer aggregans	2016-09-30
pelagibacterium_halotolerans	GCF_013004005.1	Pelagibacterium halotolerans	2020-05-10
planococcus_antarcticus	GCF_001687565.2	Planococcus antarcticus DSM 14505	2016-11-01
celeribacter_ethanolicus	GCF_002407265.1	Celeribacter ethanolicus	2017-10-02
micromonospora_rifamycinica	GCF_900090265.1	Micromonospora rifamycinica	2016-08-16
myroides_odoratimimus	GCF_004337635.1	Myroides odoratimimus	2019-03-11
cyclobacterium_marinum	GCF_000222485.1	Cyclobacterium marinum DSM 745	2011-08-03
deinococcus_wulumuqiensis	GCF_011067105.1	Deinococcus wulumuqiensis R12	2020-03-07
lentibacillus_amyloliquefaciens	GCF_001307805.1	Lentibacillus amyloliquefaciens	2016-01-12
antarctobacter_heliothermus	GCF_900188425.1	Antarctobacter heliothermus	2017-07-16
methylophaga_nitratireducenticrescens	GCF_000260985.4	Methylophaga nitratireducenticrescens	2017-06-27
micromonospora_coxensis	GCF_900090295.1	Micromonospora coxensis	2016-08-16
salimicrobium_jeotgali	GCF_001685435.2	Salimicrobium jeotgali	2016-11-16
archangium_gephyra	GCF_001027285.1	Archangium gephyra	2015-06-03
geodermatophilus_obscurus	GCF_000025345.1	Geodermatophilus obscurus DSM 43160	2010-01-20
salipiger_profundus	GCF_014637265.1	Salipiger profundus	2020-09-12
amphibacillus_xylanus	GCF_000307165.1	Amphibacillus xylanus NBRC 15112	2012-10-01
myxococcus_xanthus	GCF_000012685.1	Myxococcus xanthus DK 1622	2006-06-07
zobellia_galactanivorans	GCF_000973105.1	Zobellia galactanivorans	2011-07-10
micromonospora_siamensis	GCF_900090305.1	Micromonospora siamensis	2016-08-16
micromonospora_zamorensis	GCF_036041405.1	Micromonospora zamorensis	2024-01-25
pedobacter_steynii	GCF_900103665.1	Pedobacter steynii	2016-10-21
terribacillus_aidingensis	GCF_900215625.1	Terribacillus aidingensis	2017-09-28
pedobacter_ginsengisoli	GCF_030244015.1	Pedobacter ginsengisoli	2023-06-08
robiginitalea_biformata	GCF_000024125.1	Robiginitalea biformata HTCC2501	2009-09-11
planococcus_maritimus	GCF_001687625.2	Planococcus maritimus	2016-11-01
collimonas_fungivorans	GCF_001584145.1	Collimonas fungivorans	2016-03-09
idiomarina_piscisalsi	GCF_003987095.1	Idiomarina piscisalsi	2018-12-31
alcanivorax_borkumensis	GCF_000009365.1	Alcanivorax borkumensis SK2	2006-07-24
blastococcus_saxobsidens	GCF_004217455.1	Blastococcus saxobsidens	2019-02-20
campylobacter_avium	GCF_002238335.1	Campylobacter avium LMG 24591	2017-08-01
campylobacter_subantarcticus	GCF_000816305.1	Campylobacter subantarcticus LMG 24377	2015-01-07
campylobacter_cuniculorum	GCF_002104335.1	Campylobacter cuniculorum DSM 23162 = LMG 24588	2017-04-21
streptomyces_globisporus	GCF_000718455.1	Streptomyces globisporus subsp. globisporus	2014-07-02
ketobacter_alkanivorans	GCF_002863865.1	Ketobacter alkanivorans	2018-01-05
thalassolituus_oleivorans	GCF_000355675.1	Thalassolituus oleivorans MIL-1	2013-03-14
enterococcus_thailandicus	GCF_002290025.1	Enterococcus thailandicus	2017-09-12
mycolicibacter_terrae	GCF_900187145.1	Mycolicibacter terrae	2017-08-15
gordonia_bronchialis	GCF_000024785.1	Gordonia bronchialis DSM 43247	2009-10-27
rhodococcus_pyridinivorans	GCF_000511305.1	Rhodococcus pyridinivorans SB3094	2013-12-20
bacillus_methanolicus	GCF_000262755.1	Bacillus methanolicus PB1	2012-05-14
borreliella_garinii	GCF_026572315.1	Borreliella garinii	2022-12-01
borreliella_valaisiana	GCF_000170955.2	Borreliella valaisiana VS116	2009-03-04
nostoc_linckia	GCF_002608105.1	Nostoc linckia z6	2017-10-20
xanthomonas_cassavae	GCF_000454545.1	Xanthomonas cassavae CFBP 4642	2013-08-29
caldicellulosiruptor_bescii	GCF_000022325.1	Caldicellulosiruptor bescii DSM 6725	2009-02-04
cyclobacterium_amurskyense	GCF_001050135.1	Cyclobacterium amurskyense	2015-07-08
methylobacillus_flagellatus	GCF_000013705.1	Methylobacillus flagellatus KT	2006-04-10
paraburkholderia_caffeinilytica	GCF_003368325.1	Paraburkholderia caffeinilytica	2018-08-09
sphingobacterium_mizutaii	GCF_900102835.1	Sphingobacterium mizutaii	2016-10-21
paenibacillus_riograndensis	GCF_000981585.1	Paenibacillus riograndensis SBR5	2015-04-11
pseudomonas_oryzae	GCF_900104805.1	Pseudomonas oryzae	2016-10-20
thioclava_nitratireducens	GCF_001940525.2	Thioclava nitratireducens	2017-02-21
octadecabacter_antarcticus	GCF_000155675.2	Octadecabacter antarcticus 307	2013-04-08
virgibacillus_necropolis	GCF_002224365.1	Virgibacillus necropolis	2017-07-24
thauera_chlorobenzoica	GCF_001922305.1	Thauera chlorobenzoica	2016-12-27
flavobacterium_gilvum	GCF_001761465.1	Flavobacterium gilvum	2016-10-12
cryobacterium_arcticum	GCF_003185895.1	Cryobacterium arcticum	2018-06-04
draconibacterium_orientale	GCF_900111425.1	Draconibacterium orientale	2016-10-31
nitrosospira_briensis	GCF_000619905.2	Nitrosospira briensis C-128	2015-08-14
nitrosomonas_ureae	GCF_001455205.1	Nitrosomonas ureae	2015-12-02
roseateles_depolymerans	GCF_001483865.1	Roseateles depolymerans	2016-01-04
petrimonas_mucosa	GCF_900095795.1	Petrimonas mucosa	2016-10-21
sphingomonas_sanxanigenens	GCF_000512205.2	Sphingomonas sanxanigenens DSM 19645 = NX02	2015-05-15
magnetospirillum_gryphiswaldense	GCF_000513295.1	Magnetospirillum gryphiswaldense MSR-1 v2	2013-12-16
dyella_jiangningensis	GCF_029543225.1	Dyella jiangningensis	2023-04-03
pseudomonas_cichorii	GCF_000517305.1	Pseudomonas cichorii JBC1	2014-01-09
pseudomonas_agarici	GCF_001543125.1	Pseudomonas agarici	2016-02-01
pandoraea_vervacti	GCF_000934605.2	Pandoraea vervacti	2016-11-17
campylobacter_peloridis	GCF_014931075.1	Campylobacter peloridis	2020-10-26
bordetella_flabilis	GCF_001676725.1	Bordetella flabilis	2016-06-27
candidatus_nanopelagicus_hibericus	GCF_002288005.1	Candidatus Nanopelagicus hibericus	2017-09-08
candidatus_planktophila_sulfonica	GCF_002288065.1	Candidatus Planktophila sulfonica	2017-09-08
candidatus_planktophila_limnetica	GCF_002288365.1	Candidatus Planktophila limnetica	2017-09-08
mycobacterium_paraintracellulare	GCF_016756055.1	Mycobacterium paraintracellulare	2020-12-28
borreliella_bavariensis	GCF_000196215.1	Borreliella bavariensis PBi	2004-08-30
bradyrhizobium_lablabi	GCF_001440475.1	Bradyrhizobium lablabi	2015-11-06
brucella_microti	GCF_000022745.1	Brucella microti CCM 4915	2009-08-18
chromohalobacter_salexigens	GCF_000055785.1	Chromohalobacter salexigens DSM 3043	2006-04-11
actinoplanes_derwentensis	GCF_900104725.1	Actinoplanes derwentensis	2016-10-21
xenorhabdus_doucetiae	GCF_000968195.1	Xenorhabdus doucetiae	2014-06-30
austwickia_chelonae	GCF_900111385.1	Austwickia chelonae	2016-10-31
prauserella_marina	GCF_002240355.1	Prauserella marina	2017-08-03
agromyces_flavus	GCF_900104685.1	Agromyces flavus	2016-10-21
pontibacter_korlensis	GCF_000973725.1	Pontibacter korlensis	2015-04-20
actinoplanes_missouriensis	GCF_000284295.1	Actinoplanes missouriensis 431	2012-03-28
belliella_baltica	GCF_000265405.1	Belliella baltica DSM 15883	2012-06-08
leptothrix_cholodnii	GCF_000019785.1	Leptothrix cholodnii SP-6	2008-03-25
virgibacillus_pantothenticus	GCF_018075365.1	Virgibacillus pantothenticus	2021-04-19
aquifex_aeolicus	GCF_000008625.1	Aquifex aeolicus VF5	1999-12-22
kutzneria_albida	GCF_000525635.1	Kutzneria albida DSM 43870	2014-02-03
kushneria_marisflavi	GCF_002157205.1	Kushneria marisflavi	2017-05-24
isoptericola_dokdonensis	GCF_001636295.1	Isoptericola dokdonensis DS-3	2016-05-03
fictibacillus_arsenicus	GCF_001999465.1	Fictibacillus arsenicus	2017-02-13
myxococcus_fulvus	GCF_900111765.1	Myxococcus fulvus	2016-11-01
roseobacter_denitrificans	GCF_002983865.1	Roseobacter denitrificans	2018-03-09
stigmatella_aurantiaca	GCF_900109545.1	Stigmatella aurantiaca	2016-10-31
wenyingzhuangia_fucanilytica	GCF_001697185.1	Wenyingzhuangia fucanilytica	2016-08-02
thermocrinis_minervae	GCF_900142435.1	Thermocrinis minervae	2016-12-02
nocardiopsis_alba	GCF_000710955.1	Nocardiopsis alba	2014-06-14
clostridium_formicaceticum	GCF_002080475.1	Clostridium formicaceticum	2017-04-06
pseudomonas_tolaasii	GCF_002813445.1	Pseudomonas tolaasii NCPPB 2192	2017-12-06
pseudomonas_synxantha	GCF_003851555.1	Pseudomonas synxantha	2018-11-29
nonlabens_dokdonensis	GCF_003254015.1	Nonlabens dokdonensis	2018-06-19
clostridium_aceticum	GCF_001042715.1	Clostridium aceticum	2015-06-12
microbulbifer_thermotolerans	GCF_001617625.1	Microbulbifer thermotolerans	2016-04-08
chitinophaga_caeni	GCF_002557795.1	Chitinophaga caeni	2017-10-16
salegentibacter_salegens	GCF_900142975.1	Salegentibacter salegens	2016-12-02
thermosediminibacter_oceani	GCF_000144645.1	Thermosediminibacter oceani DSM 16646	2010-08-05
geoalkalibacter_subterraneus	GCF_000827125.1	Geoalkalibacter subterraneus	2015-01-21
mucilaginibacter_gotjawali	GCF_002355435.1	Mucilaginibacter gotjawali	2016-02-20
chryseobacterium_camelliae	GCF_002770595.1	Chryseobacterium camelliae	2017-11-14
halomonas_huangheensis	GCF_001431725.1	Halomonas huangheensis	2015-11-04
kibdelosporangium_phytohabitans	GCF_001302585.1	Kibdelosporangium phytohabitans	2015-09-29
rhodoferax_antarcticus	GCF_001955735.1	Rhodoferax antarcticus	2017-01-18
rhodoferax_ferrireducens	GCF_000013605.1	Rhodoferax ferrireducens T118	2006-03-10
elizabethkingia_miricola	GCF_001483145.1	Elizabethkingia miricola	2015-12-29
paenibacillus_odorifer	GCF_000758725.1	Paenibacillus odorifer	2014-09-22
vibrio_scophthalmi	GCF_001723385.1	Vibrio scophthalmi	2016-09-12
maribacter_cobaltidurans	GCF_002269385.1	Maribacter cobaltidurans	2017-08-24
pseudomonas_prosekii	GCF_900105155.1	Pseudomonas prosekii	2016-10-21
paucimonas_lemoignei	GCF_004342585.1	Paucimonas lemoignei	2019-03-11
herbinix_luporum	GCF_900070325.1	Herbinix luporum	2015-09-14
mycobacteroides_saopaulense	GCF_001456355.1	Mycobacteroides saopaulense	2015-12-03
microcystis_aeruginosa	GCF_001578075.1	Microcystis aeruginosa NIES-88	2016-03-01
nodularia_spumigena	GCF_003054475.1	Nodularia spumigena UHCC 0039	2018-04-17
staphylococcus_muscae	GCF_900187005.1	Staphylococcus muscae	2017-08-15
staphylococcus_felis	GCF_003012915.1	Staphylococcus felis	2018-03-21
staphylococcus_lutrae	GCF_002101335.1	Staphylococcus lutrae	2017-04-20
staphylococcus_piscifermentans	GCF_900186985.1	Staphylococcus piscifermentans	2017-08-15
staphylococcus_simiae	GCF_900187055.1	Staphylococcus simiae	2017-08-15
candidatus_ruthia_magnifica	GCF_000015105.1	Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)	2006-12-01
flavobacterium_branchiophilum	GCF_000253275.1	Flavobacterium branchiophilum FL-15	2011-09-06
pseudomonas_veronii	GCF_002028325.1	Pseudomonas veronii	2017-03-15
rickettsia_rickettsii	GCF_000018225.1	Rickettsia rickettsii str. 'Sheila Smith'	2007-10-02
wolbachia_endosymbiont_of_culex_quinquefasciatus	GCF_000073005.1	Wolbachia endosymbiont of Culex quinquefasciatus Pel	2008-06-13
pasteurella_dagmatis	GCF_900186835.1	Pasteurella dagmatis	2017-08-15
dietzia_psychralcaliphila	GCF_003096095.1	Dietzia psychralcaliphila	2018-05-07
gemmata_obscuriglobus	GCF_901538385.1	Gemmata obscuriglobus UQM 2246	2020-02-03
persephonella_marina	GCF_000021565.1	Persephonella marina EX-H1	2009-03-25
hymenobacter_swuensis	GCF_000576555.1	Hymenobacter swuensis DY53	2014-02-24
clavibacter_michiganensis	GCF_009739655.1	Clavibacter michiganensis subsp. michiganensis	2019-12-11
thermoanaerobacter_italicus	GCF_000025645.1	Thermoanaerobacter italicus Ab9	2010-02-24
clostridium_bornimense	GCF_000577895.1	Clostridium bornimense	2014-02-11
micropruina_glycogenica	GCF_900289045.1	Micropruina glycogenica	2018-02-20
capnocytophaga_stomatis	GCF_002302635.1	Capnocytophaga stomatis	2017-09-14
chromobacterium_violaceum	GCF_016890085.1	Chromobacterium violaceum	2021-02-15
paraburkholderia_phytofirmans	GCF_000020125.1	Paraburkholderia phytofirmans PsJN	2008-05-07
sphingopyxis_macrogoltabida	GCF_001314325.1	Sphingopyxis macrogoltabida	2015-10-14
aeromicrobium_choanae	GCF_900167475.1	Aeromicrobium choanae	2017-03-04
corynebacterium_humireducens	GCF_001571025.1	Corynebacterium humireducens NBRC 106098 = DSM 45392	2016-02-10
sphingopyxis_terrae	GCF_002374275.1	Sphingopyxis terrae subsp. ummariensis	2017-09-26
janibacter_indicus	GCF_001889125.1	Janibacter indicus	2016-12-05
salinicola_tamaricis	GCF_003006155.1	Salinicola tamaricis	2018-03-16
sandaracinus_amylolyticus	GCF_000737325.1	Sandaracinus amylolyticus	2015-05-01
oceanobacillus_kimchii	GCF_000340475.1	Oceanobacillus kimchii X50	2013-02-22
leuconostoc_gelidum	GCF_000298875.1	Leuconostoc gelidum JB7	2012-09-21
pseudothermotoga_elfii	GCF_000504085.1	Pseudothermotoga elfii DSM 9442 = NBRC 107921	2013-10-23
candidatus_babela_massiliensis	GCF_000513475.1	Candidatus Babela massiliensis	2013-12-04
vibrio_tapetis	GCF_030409945.1	Vibrio tapetis subsp. quintayensis	2023-07-05
croceicoccus_naphthovorans	GCF_001028705.1	Croceicoccus naphthovorans	2015-06-12
paludibacter_propionicigenes	GCF_000183135.1	Paludibacter propionicigenes WB4	2010-11-23
chryseobacterium_gallinarum	GCF_012273615.1	Chryseobacterium gallinarum	2020-04-12
brevefilum_fermentans	GCF_900184705.1	Brevefilum fermentans	2017-06-06
aminobacterium_colombiense	GCF_000025885.1	Aminobacterium colombiense DSM 12261	2010-04-05
sulfurospirillum_halorespirans	GCF_001723605.1	Sulfurospirillum halorespirans DSM 13726	2016-09-13
elusimicrobium_minutum	GCF_000020145.1	Elusimicrobium minutum Pei191	2008-04-30
woeseia_oceani	GCF_001677435.1	Woeseia oceani	2016-06-30
desulfurispirillum_indicum	GCF_000177635.2	Desulfurispirillum indicum S5	2011-01-04
streptomyces_katrae	GCF_000966975.1	Streptomyces katrae	2015-03-31
gordonibacter_urolithinfaciens	GCF_002159895.1	Gordonibacter urolithinfaciens	2017-05-30
borrelia_recurrentis	GCF_000019705.1	Borrelia recurrentis A1	2008-09-15
acinetobacter_equi	GCF_001307195.1	Acinetobacter equi	2015-10-06
oleiphilus_messinensis	GCF_002162375.1	Oleiphilus messinensis	2017-05-31
xenorhabdus_hominickii	GCF_001721185.1	Xenorhabdus hominickii	2016-09-07
advenella_kashmirensis	GCF_000219915.2	Advenella kashmirensis WT001	2012-05-25
vibrio_coralliilyticus	GCF_000967465.2	Vibrio coralliilyticus	2020-10-29
helicobacter_himalayensis	GCF_001602095.1	Helicobacter himalayensis	2016-03-30
sulfurimonas_denitrificans	GCF_000012965.1	Sulfurimonas denitrificans DSM 1251	2005-11-01
sulfuricurvum_kujiense	GCF_000183725.1	Sulfuricurvum kujiense DSM 16994	2010-12-02
leclercia_adecarboxylata	GCF_001518835.1	Leclercia adecarboxylata	2016-01-20
